environment,policy,num_arms,num_steps,total_reward
iid,random,5,90,20.930899689860485
iid,random,5,90,29.023134776341415
iid,random,5,90,42.6609878465924
iid,random,5,90,43.794137724025845
iid,random,5,90,54.078538737474716
iid,random,5,90,50.00633943741678
iid,random,5,90,42.954361516368024
iid,random,5,90,28.487734995495984
iid,random,5,90,67.51238648593045
iid,random,5,90,51.942929412210155
iid,random,5,90,44.01951590853749
iid,random,5,90,45.688463314571884
iid,random,5,90,45.002403043076995
iid,random,5,90,55.30716965134826
iid,random,5,90,42.779320202562964
iid,random,5,90,51.51010298781965
iid,random,5,90,28.1494242404737
iid,random,5,90,36.512659418927434
iid,random,5,90,40.81519612289865
iid,random,5,90,49.208120109774114
iid,random,5,90,49.59521684446285
iid,random,5,90,42.09012058442479
iid,random,5,90,55.281330791759174
iid,random,5,90,48.74679779675249
iid,random,5,90,39.698242500454896
iid,random,5,90,50.65639690472646
iid,random,5,90,44.48716021685129
iid,random,5,90,56.39216879681604
iid,random,5,90,47.170415470180984
iid,random,5,90,51.855173299189595
iid,random,5,90,48.761108354811675
iid,random,5,90,48.52449400058925
iid,random,5,90,46.26240968735436
iid,random,5,90,56.88644738733518
iid,random,5,90,44.78096200645976
iid,random,5,90,45.220634221964026
iid,random,5,90,45.64554555224307
iid,random,5,90,32.713405022388265
iid,random,5,90,52.12557147432855
iid,random,5,90,58.828506445691865
iid,random,5,90,53.80286096622265
iid,random,5,90,53.53407674896642
iid,random,5,90,43.85271640406361
iid,random,5,90,56.368900486909695
iid,random,5,90,54.66559770577478
iid,random,5,90,42.66171767464265
iid,random,5,90,24.529892718444213
iid,random,5,90,23.492051941373983
iid,random,5,90,56.041203291579656
iid,random,5,90,55.58914951015396
iid,random,5,90,39.426934825143526
iid,random,5,90,50.87361047414257
iid,random,5,90,37.70826910159453
iid,random,5,90,54.03903119074822
iid,random,5,90,72.36142583240901
iid,random,5,90,53.66839376454567
iid,random,5,90,42.66991659675719
iid,random,5,90,53.984519211116044
iid,random,5,90,38.06493303497254
iid,random,5,90,37.41985661316412
iid,random,5,90,58.620138962251524
iid,random,5,90,47.89960962687895
iid,random,5,90,21.99387799296641
iid,random,5,90,33.512292468744164
iid,random,5,90,53.71319852273515
iid,random,5,90,40.405323874991495
iid,random,5,90,55.2375842051587
iid,random,5,90,59.34687956829229
iid,random,5,90,47.82550724471568
iid,random,5,90,24.287882425522078
iid,random,5,90,37.663077758716895
iid,random,5,90,42.38305939241892
iid,random,5,90,54.2624990768773
iid,random,5,90,52.07139279051083
iid,random,5,90,61.4605172959705
iid,random,5,90,55.99733243811736
iid,random,5,90,51.024345250859504
iid,random,5,90,49.8322224872643
iid,random,5,90,41.05662585963082
iid,random,5,90,27.037947746978926
iid,random,5,90,69.51856844565505
iid,random,5,90,32.70037139530898
iid,random,5,100,58.31637378584551
iid,random,5,100,60.89135576630809
iid,random,5,100,66.74430382145836
iid,random,5,100,53.1520199840117
iid,random,5,100,47.2372538221974
iid,random,5,100,44.92839417869551
iid,random,5,100,43.27849584256455
iid,random,5,100,51.215627729407295
iid,random,5,100,56.57626686203829
iid,random,5,100,54.5649084918367
iid,random,5,100,50.08864134366485
iid,random,5,100,65.5955639225813
iid,random,5,100,56.459398218027694
iid,random,5,100,53.332155199653734
iid,random,5,100,36.79244987059748
iid,random,5,100,70.997996936745
iid,random,5,100,58.18498245361744
iid,random,5,100,55.1894061767707
iid,random,5,100,39.92327604690537
iid,random,5,100,58.69540992165324
iid,random,5,100,44.17068912298762
iid,random,5,100,64.21371908943635
iid,random,5,100,38.78773385193525
iid,random,5,100,37.705889402545665
iid,random,5,100,46.366081227982065
iid,random,5,100,65.66142210649281
iid,random,5,100,45.391011262833324
iid,random,5,100,63.645637815362875
iid,random,5,100,63.35630203576113
iid,random,5,100,49.50900308738575
iid,random,5,100,54.46131575891129
iid,random,5,100,48.166437474314215
iid,random,5,100,54.11353767627894
iid,random,5,100,50.26852494842809
iid,random,5,100,30.080189644242125
iid,random,5,100,47.808672590484505
iid,random,5,100,50.583856139936096
iid,random,5,100,46.48816431440306
iid,random,5,100,36.00190263632475
iid,random,5,100,50.37453619095837
iid,random,5,100,40.08133555611023
iid,random,5,100,47.92458977234726
iid,random,5,100,55.201105788486984
iid,random,5,100,52.12345167701698
iid,random,5,100,53.59849944210092
iid,random,5,100,40.697660610405194
iid,random,5,100,44.96570544013317
iid,random,5,100,54.0059512907069
iid,random,5,100,47.876421464299945
iid,random,5,100,53.94096042921837
iid,random,5,100,53.550086782029446
iid,random,5,100,49.769655775762786
iid,random,5,100,62.32132863572137
iid,random,5,100,53.72265251851675
iid,random,5,100,46.18539205526655
iid,random,5,100,62.87191183307861
iid,random,5,100,59.822571307760924
iid,random,5,100,52.86503966521379
iid,random,5,100,64.42429353438841
iid,random,5,100,39.53964061336381
iid,random,5,100,47.729581683891375
iid,random,5,100,47.87847795943262
iid,random,5,100,60.127646697046025
iid,random,5,100,69.68564622248678
iid,random,5,100,39.49896314873087
iid,random,5,100,24.725685694909846
iid,random,5,100,46.34335728282254
iid,random,5,100,44.900582324228196
iid,random,5,100,51.61468704238492
iid,random,5,100,51.09307710480323
iid,random,5,100,41.693453660340296
iid,random,5,100,68.34552674310834
iid,random,5,100,50.414491980177345
iid,random,5,100,57.09129262243036
iid,random,5,100,36.827430099539335
iid,random,5,100,21.39413968423934
iid,random,5,100,40.518345609459466
iid,random,5,100,53.93241583711
iid,random,5,100,29.865510805201904
iid,random,5,100,50.20664421892128
iid,random,5,100,42.957430747877154
iid,random,5,100,44.96581483709925
iid,random,5,100,42.95366573304827
iid,random,5,100,45.03421840806151
iid,random,5,100,46.07269349831284
iid,random,5,100,56.35314697383427
iid,random,5,100,61.40018148200461
iid,random,5,100,41.228090987526905
iid,random,5,100,52.47823103687563
iid,random,5,100,37.85552580173906
iid,random,5,100,49.3524668050069
iid,random,5,100,61.21172650757792
iid,random,5,100,51.750701849984296
iid,random,5,100,54.49167625234703
iid,random,5,100,30.940819407957022
iid,random,5,100,48.63896162124481
iid,random,5,100,55.369676412447944
iid,random,5,100,21.202581800551933
iid,random,5,100,42.75490158601758
iid,random,5,100,60.14030656754575
