environment,policy,num_arms,num_steps,total_reward
iid,random,5,30,10.456911111051175
iid,random,5,30,16.43879297540634
iid,random,5,30,10.741322347610291
iid,random,5,30,18.899600877055416
iid,random,5,30,12.003693037817444
iid,random,5,30,17.26193686018494
iid,random,5,30,14.628160176943044
iid,random,5,30,15.703201048961564
iid,random,5,30,15.41019955030942
iid,random,5,30,14.631019656064897
iid,random,5,30,21.981441808691873
iid,random,5,30,6.184203608712699
iid,random,5,30,15.202740150945843
iid,random,5,30,14.984118096465567
iid,random,5,30,8.626934958700632
iid,random,5,30,12.426951327087222
iid,random,5,30,11.139999694247432
iid,random,5,30,14.601354967281857
iid,random,5,30,15.549921320981031
iid,random,5,30,18.740464529941868
iid,random,5,30,10.811316675988268
iid,random,5,30,10.223032399950554
iid,random,5,30,18.752007048806828
iid,random,5,30,7.640206831794899
iid,random,5,30,17.154128934611034
iid,random,5,30,11.722918005653389
iid,random,5,30,16.59690961040735
iid,random,5,30,17.52738590724458
iid,random,5,30,19.253232959200655
iid,random,5,30,14.242805769510575
iid,random,5,30,17.899956413297403
iid,random,5,30,15.178700311705006
iid,random,5,30,22.192461401195445
iid,random,5,30,21.39188857028132
iid,random,5,30,10.20544942002568
iid,random,5,30,14.699781405453294
iid,random,5,30,16.668841408168966
iid,random,5,30,19.747709747153767
iid,random,5,30,11.788228698654923
iid,random,5,30,19.480028049879778
iid,random,5,30,13.058706455605622
iid,random,5,30,12.380878285857692
iid,random,5,30,13.525356219884369
iid,random,5,30,13.18922427014735
iid,random,5,30,20.154178570976118
iid,random,5,30,14.147646780996112
iid,random,5,30,11.929100598194033
iid,random,5,30,22.043295721917136
iid,random,5,30,11.272041548463408
iid,random,5,30,20.9329670102192
iid,random,5,30,8.670537901258681
iid,random,5,30,13.344622291527294
iid,random,5,30,15.199194589100129
iid,random,5,30,15.762541744745096
iid,random,5,30,21.30280017729231
iid,random,5,30,12.65114453488983
iid,random,5,30,10.380879398121484
iid,random,5,30,12.009626788061704
iid,random,5,30,15.00245149798649
iid,random,5,30,7.312983730751218
iid,random,5,30,14.03750034284246
iid,random,5,40,10.590266166957212
iid,random,5,40,18.824164893302967
iid,random,5,40,10.737387328062006
iid,random,5,40,16.600457848092226
iid,random,5,40,12.731373363753297
iid,random,5,40,20.058100931820096
iid,random,5,40,21.759300809254956
iid,random,5,40,18.212407071413068
iid,random,5,40,19.871607259366172
iid,random,5,40,16.61100437929305
iid,random,5,40,23.813598088234887
iid,random,5,40,16.66222749572988
iid,random,5,40,23.390621636936253
iid,random,5,40,25.076363197877296
iid,random,5,40,30.080490262711862
iid,random,5,40,24.196332717409845
iid,random,5,40,22.5829870310959
iid,random,5,40,20.639257936456247
iid,random,5,40,19.726873006329946
iid,random,5,40,19.625038700001948
iid,random,5,40,12.270209960761562
iid,random,5,40,26.30018693321032
iid,random,5,40,27.4500888672776
iid,random,5,40,16.12274989249381
iid,random,5,40,19.32811207241282
iid,random,5,40,16.25697771729383
iid,random,5,40,23.7046249451098
iid,random,5,40,18.644958742691514
iid,random,5,40,23.91473414173558
iid,random,5,40,18.196029869092897
iid,random,5,40,17.426577147376374
iid,random,5,40,20.96074301132756
iid,random,5,40,22.475441185142028
iid,random,5,40,21.753250352401
iid,random,5,40,24.714775575278814
iid,random,5,40,23.33303274680441
iid,random,5,40,18.77693627210789
iid,random,5,40,21.060373523643683
iid,random,5,40,15.017036509329088
iid,random,5,40,25.213357434302992
iid,random,5,40,21.592227146003747
iid,random,5,40,17.493520752375993
iid,random,5,40,10.186588367591149
iid,random,5,40,18.62927604230952
iid,random,5,40,19.67119662425798
iid,random,5,40,21.90883137031744
iid,random,5,40,17.790357499455375
iid,random,5,40,19.524357649057873
iid,random,5,40,21.205960966371137
iid,random,5,40,17.791707113606698
iid,random,5,40,8.625518965494173
iid,random,5,40,21.040975035951693
iid,random,5,40,15.80632072515878
iid,random,5,40,22.639345878736503
iid,random,5,40,16.464070756454465
iid,random,5,40,18.589382545144147
iid,random,5,40,23.920639687444005
iid,random,5,40,17.204040921493963
iid,random,5,40,21.23437846749107
iid,random,5,40,13.408165760229597
iid,random,5,40,20.633598417574916
iid,random,5,40,18.87785678350222
iid,random,5,40,16.871733183900258
iid,random,5,40,18.50377929025478
iid,random,5,40,21.59403225263481
iid,random,5,40,29.6281594902766
iid,random,5,40,13.10510732325186
iid,random,5,40,13.271153836484745
iid,random,5,40,24.991705642429594
iid,random,5,40,17.33937241869692
iid,random,5,40,25.73369383801486
iid,random,5,40,21.313839151507732
iid,random,5,40,22.785156960940515
iid,random,5,40,21.805506614204916
iid,random,5,40,16.6077262869905
iid,random,5,40,21.484518658987337
iid,random,5,40,24.12767710402086
iid,random,5,40,22.0814830408239
iid,random,5,40,19.995598485049467
iid,random,5,40,22.448153553082015
iid,random,5,40,14.311227637590516
iid,random,5,40,14.96318990303496
iid,random,5,40,16.107828319392183
iid,random,5,40,19.07893870470414
iid,random,5,40,14.522951621663978
iid,random,5,40,17.953030144493965
iid,random,5,40,22.913131514570914
iid,random,5,40,27.9562860134027
iid,random,5,40,18.276556931013545
iid,random,5,40,31.74493119923494
iid,random,5,40,15.14718694653018
iid,random,5,40,20.953110092480806
iid,random,5,40,15.16643002520409
iid,random,5,40,19.792568640180825
iid,random,5,40,26.724249702250226
iid,random,5,40,23.12861545711889
iid,random,5,40,21.20999479872557
iid,random,5,40,27.099641324353097
iid,random,5,40,18.573276087803833
iid,random,5,40,11.824875315517573
iid,random,5,50,41.08179347740632
iid,random,5,50,27.608549788589556
iid,random,5,50,16.69355135354488
iid,random,5,50,22.294896669147345
iid,random,5,50,19.553540434348356
iid,random,5,50,26.998713703354014
iid,random,5,50,23.83277482558641
iid,random,5,50,15.376232005753556
iid,random,5,50,20.239513143611127
iid,random,5,50,19.475514688616922
iid,random,5,50,25.657858499656985
iid,random,5,50,20.845334356390754
iid,random,5,50,29.991731881634923
iid,random,5,50,30.823750065234073
iid,random,5,50,22.483453933351047
iid,random,5,50,31.680917043943886
iid,random,5,50,22.355963817700573
iid,random,5,50,11.68514895853228
iid,random,5,50,29.473117564726174
iid,random,5,50,17.291550749550474
iid,random,5,50,18.562853105389532
iid,random,5,50,29.22622869626567
iid,random,5,50,21.863174508549
iid,random,5,50,25.609997027231046
iid,random,5,50,18.36224136564926
iid,random,5,50,30.013551974702267
iid,random,5,50,28.794610880178315
iid,random,5,50,17.362808957569786
iid,random,5,50,21.209021546202617
iid,random,5,50,18.99597443586205
iid,random,5,50,25.759112838918337
iid,random,5,50,28.4631974180499
iid,random,5,50,9.483381383617893
iid,random,5,50,24.957600655158632
iid,random,5,50,26.383534121331607
iid,random,5,50,24.81170825170569
iid,random,5,50,20.023459358282174
iid,random,5,50,24.78625929397505
iid,random,5,50,17.71031935890357
iid,random,5,50,20.196898486753604
iid,random,5,50,29.70601311010209
iid,random,5,50,31.61915190559405
iid,random,5,50,31.412362434912666
iid,random,5,50,32.10350913059862
iid,random,5,50,29.384105614521072
iid,random,5,50,32.086453032582405
iid,random,5,50,23.033779015179725
iid,random,5,50,21.934687926534274
iid,random,5,50,29.970613605083855
iid,random,5,50,23.28437737894562
iid,random,5,50,27.828606088574464
iid,random,5,50,18.45547017324771
iid,random,5,50,15.745558844230098
iid,random,5,50,25.570573614379317
iid,random,5,50,20.207125565081952
iid,random,5,50,28.29945250872378
iid,random,5,50,21.537931538413243
iid,random,5,50,23.082079032035423
iid,random,5,50,29.00142290356939
iid,random,5,50,28.043900931942762
iid,random,5,50,12.99560899190542
iid,random,5,50,23.039787330643527
iid,random,5,50,24.988800224944097
iid,random,5,50,34.20189970080606
iid,random,5,50,30.884457847409028
iid,random,5,50,19.860819206461127
iid,random,5,50,25.717737430902147
iid,random,5,50,14.8854869279224
iid,random,5,50,25.786231993339065
iid,random,5,50,40.00797713134492
iid,random,5,50,18.81405780667626
iid,random,5,50,35.24663822800936
iid,random,5,50,24.65999746007709
iid,random,5,50,20.577921757671188
iid,random,5,50,36.97323945374096
iid,random,5,50,23.66275688323482
iid,random,5,50,12.454291585812182
iid,random,5,50,25.437319761522787
iid,random,5,50,29.29072458555553
iid,random,5,50,19.527783157018934
iid,random,5,50,22.349516806234234
iid,random,5,50,32.5075833880348
iid,random,5,50,19.005828845871097
iid,random,5,50,23.74458899317604
iid,random,5,50,30.729277256346734
iid,random,5,50,23.522963986306912
iid,random,5,50,36.5015319844182
iid,random,5,50,29.45130855999559
iid,random,5,50,20.31221060892933
iid,random,5,50,20.61122023228275
iid,random,5,50,32.91750335145061
iid,random,5,50,27.07758595053508
iid,random,5,50,15.513154279687658
iid,random,5,50,21.15504722918918
iid,random,5,50,33.874768494487945
iid,random,5,50,22.607489987589915
iid,random,5,50,23.26930718336984
iid,random,5,50,22.62909823040491
iid,random,5,50,22.42643536724012
iid,random,5,50,23.65574972211566
iid,random,5,60,40.97831144502988
iid,random,5,60,39.022192866656646
iid,random,5,60,27.769466386888734
iid,random,5,60,25.03032157819974
iid,random,5,60,20.413994298923203
iid,random,5,60,31.75191586415545
iid,random,5,60,18.905097327081496
iid,random,5,60,36.20574727750188
iid,random,5,60,33.66235256325657
iid,random,5,60,36.679011029364105
iid,random,5,60,37.75814898363827
iid,random,5,60,30.99456825304738
iid,random,5,60,20.35112133018837
iid,random,5,60,33.32488964533292
iid,random,5,60,18.181293540328593
iid,random,5,60,30.854027697757804
iid,random,5,60,21.096354779745973
iid,random,5,60,23.866648968931077
iid,random,5,60,33.086325581903694
iid,random,5,60,26.709816782011018
iid,random,5,60,23.564067141469454
iid,random,5,60,32.69262694367128
iid,random,5,60,28.760810445473062
iid,random,5,60,32.91077642081489
iid,random,5,60,22.582682776870158
iid,random,5,60,21.354974089209808
iid,random,5,60,31.024577865650446
iid,random,5,60,24.748790478474557
iid,random,5,60,25.53530185308099
iid,random,5,60,41.89065928714888
iid,random,5,60,26.599851362883676
iid,random,5,60,31.67581881642755
iid,random,5,60,40.4632032232068
iid,random,5,60,32.69602482341765
iid,random,5,60,15.00562506501868
iid,random,5,60,38.25919108606035
iid,random,5,60,24.80884184297896
iid,random,5,60,26.322826125148065
iid,random,5,60,26.497374043728502
iid,random,5,60,29.555200114203505
iid,random,5,60,29.174241802126932
iid,random,5,60,45.49091200347258
iid,random,5,60,26.320541580740265
iid,random,5,60,28.37398222410566
iid,random,5,60,26.66177940544607
iid,random,5,60,32.04149391539146
iid,random,5,60,38.47295446792662
iid,random,5,60,23.023676374848723
iid,random,5,60,31.098116568754982
iid,random,5,60,21.199219255650306
iid,random,5,60,32.954354045144996
iid,random,5,60,34.168762242363336
iid,random,5,60,32.21515469386857
iid,random,5,60,23.38938345148003
iid,random,5,60,30.566873641540383
iid,random,5,60,34.75280618450232
iid,random,5,60,35.94553432307753
iid,random,5,60,33.29142070761462
iid,random,5,60,19.91125597164846
iid,random,5,60,32.39018296809315
iid,random,5,60,22.826033626215075
iid,random,5,60,12.787838055763054
iid,random,5,60,18.633464242821525
iid,random,5,60,21.02356948922561
iid,random,5,60,33.38922289719429
iid,random,5,60,35.35804027124686
iid,random,5,60,29.328806980637257
iid,random,5,60,43.40588873374089
iid,random,5,60,33.50399985624352
iid,random,5,60,42.42247444063508
iid,random,5,60,32.63048472849983
iid,random,5,60,14.076891296686565
iid,random,5,60,33.903557656401745
iid,random,5,60,24.91618257839016
iid,random,5,60,28.024951800098275
iid,random,5,60,21.892800301955678
iid,random,5,60,33.34615334464696
iid,random,5,60,24.037984712421782
iid,random,5,60,43.542271252159395
iid,random,5,60,31.622000660124602
iid,random,5,60,28.70910594803237
iid,random,5,60,35.31381377813113
iid,random,5,60,39.44533734780129
iid,random,5,60,33.872712339942645
iid,random,5,60,22.830710311729753
iid,random,5,60,21.750285580676337
iid,random,5,60,31.44010655020546
iid,random,5,60,44.829546348856525
iid,random,5,60,42.460884999764644
iid,random,5,60,27.23648558030147
iid,random,5,60,36.06650622974027
iid,random,5,60,30.699381092050835
iid,random,5,60,35.85914300469104
iid,random,5,60,34.96696536374923
iid,random,5,60,31.846793659118475
iid,random,5,60,31.340803923835168
iid,random,5,60,30.862341146940402
iid,random,5,60,30.024010256494254
iid,random,5,60,20.110003955461885
iid,random,5,60,36.44676399679328
iid,random,5,70,34.21691576345921
iid,random,5,70,47.07044201651486
iid,random,5,70,35.68451787075572
iid,random,5,70,38.16632252940665
iid,random,5,70,34.628458642871095
iid,random,5,70,39.057149456791166
iid,random,5,70,22.298448295276906
iid,random,5,70,37.909571370002446
iid,random,5,70,21.839682860959513
iid,random,5,70,37.463229023935625
iid,random,5,70,41.90827626985577
iid,random,5,70,29.328806306841404
iid,random,5,70,28.777958017847155
iid,random,5,70,53.711717089144486
iid,random,5,70,32.16551822314622
iid,random,5,70,29.869768012075127
iid,random,5,70,34.16877089754011
iid,random,5,70,24.759193221131785
iid,random,5,70,45.478012733764665
iid,random,5,70,53.05172258060811
iid,random,5,70,47.756733346759376
iid,random,5,70,27.52689896167456
iid,random,5,70,17.622526625747565
iid,random,5,70,34.265502875263735
iid,random,5,70,24.262528268345356
iid,random,5,70,30.78429830439688
iid,random,5,70,17.4281808463013
iid,random,5,70,25.829003328216146
iid,random,5,70,22.059122901599785
iid,random,5,70,37.07112762437785
iid,random,5,70,25.670305598306687
iid,random,5,70,36.27491289672325
iid,random,5,70,31.27237354405995
iid,random,5,70,31.800542035272816
iid,random,5,70,32.804644854386254
iid,random,5,70,33.768512804371035
iid,random,5,70,30.305943316596405
iid,random,5,70,27.075942497856396
iid,random,5,70,41.0194511139605
iid,random,5,70,38.506224980267035
iid,random,5,70,38.64401014125425
iid,random,5,70,34.72661306625384
iid,random,5,70,33.38691536915304
iid,random,5,70,18.29227049710236
iid,random,5,70,29.414286232022096
iid,random,5,70,37.871567407127735
iid,random,5,70,44.78266501131009
iid,random,5,70,28.159583170427393
iid,random,5,70,42.931302603135265
iid,random,5,70,30.11985764073417
iid,random,5,70,28.350650127466963
iid,random,5,70,32.800781677774495
iid,random,5,70,43.04294032703089
iid,random,5,70,43.50862183898679
iid,random,5,70,43.26786906622196
iid,random,5,70,30.344404855132087
iid,random,5,70,32.12270602560498
iid,random,5,70,31.905365729275466
iid,random,5,70,25.34187266725538
iid,random,5,70,36.562938333707635
iid,random,5,70,36.49382344406686
iid,random,5,70,23.69700928689793
iid,random,5,70,17.761364467225604
iid,random,5,70,25.522957410437375
iid,random,5,70,38.11756288201737
iid,random,5,70,25.199463312410273
iid,random,5,70,36.13098006108857
iid,random,5,70,21.167307236229192
iid,random,5,70,40.678920428051036
iid,random,5,70,36.89605443547581
iid,random,5,70,34.24294601399205
iid,random,5,70,40.41516637409376
iid,random,5,70,37.1986045184588
iid,random,5,70,33.23530338988389
iid,random,5,70,23.722184206275173
iid,random,5,70,41.590157992867525
iid,random,5,70,38.11324605670726
iid,random,5,70,40.09886997258237
iid,random,5,70,29.55826803532629
iid,random,5,70,46.94939773201056
iid,random,5,70,32.68968728497488
iid,random,5,70,19.43435728481591
iid,random,5,70,48.92117970999372
iid,random,5,70,35.97133234814779
iid,random,5,70,37.56410750948532
iid,random,5,70,19.23552572243411
iid,random,5,70,37.11755503642347
iid,random,5,70,29.13602387583404
iid,random,5,70,41.57504298796665
iid,random,5,70,34.40636041331442
iid,random,5,70,33.878959367227885
iid,random,5,70,25.873734880142422
iid,random,5,70,45.005711225857674
iid,random,5,70,35.59787289506958
iid,random,5,70,34.00619869567874
iid,random,5,70,36.19968338007169
iid,random,5,70,29.357389241709328
iid,random,5,70,31.3630306075419
iid,random,5,70,42.62229037488479
iid,random,5,70,24.14294996718393
iid,random,5,80,25.283624883296678
iid,random,5,80,46.388472951006655
iid,random,5,80,42.43355850671989
iid,random,5,80,25.518572215826904
iid,random,5,80,50.59904830038028
iid,random,5,80,35.75673412213031
iid,random,5,80,62.65781291144838
iid,random,5,80,44.23665687853373
iid,random,5,80,33.404878062063204
iid,random,5,80,33.351752323456694
iid,random,5,80,54.34016631415164
iid,random,5,80,40.51501766716333
iid,random,5,80,58.925711844585635
iid,random,5,80,39.23813961303005
iid,random,5,80,36.61540147574141
iid,random,5,80,55.26234720549509
iid,random,5,80,35.13377556405959
iid,random,5,80,36.552694227302645
iid,random,5,80,38.4592800287802
iid,random,5,80,23.597340183618716
iid,random,5,80,39.20413257695245
iid,random,5,80,34.517174153735
iid,random,5,80,23.17009126203693
iid,random,5,80,25.27543135047123
iid,random,5,80,34.82916246075869
iid,random,5,80,23.51497665941227
iid,random,5,80,40.56243344495665
iid,random,5,80,49.84032551367765
iid,random,5,80,35.95544866748097
iid,random,5,80,62.70026246285723
iid,random,5,80,27.52020208921821
iid,random,5,80,38.210532969280855
iid,random,5,80,53.000785184589134
iid,random,5,80,18.64077591307555
iid,random,5,80,49.8564644460535
iid,random,5,80,44.62652676948759
iid,random,5,80,43.24732019091207
iid,random,5,80,41.522670639931334
iid,random,5,80,28.90308789685841
iid,random,5,80,39.50258988071009
iid,random,5,80,34.727491453544324
iid,random,5,80,32.36799353829183
iid,random,5,80,45.08620348067364
iid,random,5,80,33.26545937630248
iid,random,5,80,33.79776215926482
iid,random,5,80,41.51766915545054
iid,random,5,80,40.74127123066493
iid,random,5,80,45.38289941254406
iid,random,5,80,41.59687235168251
iid,random,5,80,42.88257857199529
iid,random,5,80,32.14227216079681
iid,random,5,80,14.143751743950023
iid,random,5,80,38.08898620956829
iid,random,5,80,41.681223732837864
iid,random,5,80,26.50160678892507
iid,random,5,80,43.120829874126386
iid,random,5,80,32.93671433352539
iid,random,5,80,47.545702964725756
iid,random,5,80,45.37155944223316
iid,random,5,80,39.75516974623383
iid,random,5,80,40.263272530343095
iid,random,5,80,41.77830261830091
iid,random,5,80,39.168849840290974
iid,random,5,80,63.24025603691417
iid,random,5,80,27.00291000639361
iid,random,5,80,35.66576131435006
iid,random,5,80,36.35948465866589
iid,random,5,80,53.182340395317304
iid,random,5,80,32.17644316854319
iid,random,5,80,52.33875586653404
iid,random,5,80,29.591704376332864
iid,random,5,80,35.20550066333059
iid,random,5,80,40.869392726207394
iid,random,5,80,45.70130081021057
iid,random,5,80,48.58114203976217
iid,random,5,80,67.64552982183636
iid,random,5,80,31.599250774135577
iid,random,5,80,41.280324686891554
iid,random,5,80,32.905591217736784
iid,random,5,80,39.921490720251185
iid,random,5,80,49.052395945051785
iid,random,5,80,26.584821439757448
iid,random,5,80,35.14988419354218
iid,random,5,80,32.74795188185122
iid,random,5,80,29.814642290390893
iid,random,5,80,40.6610911399274
iid,random,5,80,33.183276834232686
iid,random,5,80,49.05468602873329
iid,random,5,80,30.038294340528882
iid,random,5,80,39.14195947646377
iid,random,5,80,32.38154725332006
iid,random,5,80,55.569646025275546
iid,random,5,80,45.16696084182955
iid,random,5,80,47.330969416033575
iid,random,5,80,25.252563664101544
iid,random,5,80,53.59909074619707
iid,random,5,80,42.312007687002875
iid,random,5,80,55.61109340402091
iid,random,5,80,36.872702303221075
iid,random,5,80,45.777690737152604
iid,random,5,90,53.83943217359818
iid,random,5,90,56.11902247163853
iid,random,5,90,38.32477742501436
iid,random,5,90,40.67444608818162
iid,random,5,90,57.698154105334424
iid,random,5,90,43.36728841298531
iid,random,5,90,41.59463146045498
iid,random,5,90,61.03802967501197
iid,random,5,90,34.999698351755605
iid,random,5,90,23.985290927455164
iid,random,5,90,49.40804306832481
iid,random,5,90,39.9092808166412
iid,random,5,90,47.31781227991315
iid,random,5,90,40.577586694949346
iid,random,5,90,42.667733352748584
iid,random,5,90,37.28240414586249
iid,random,5,90,47.93467004976446
iid,random,5,90,37.81477170155877
